Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Alba, 7945 SPRING, Anul 2026, Numar persoane, 111
70-74 ani, Total, Alba, 7767 STREMT, Anul 2026, Numar persoane, 136
70-74 ani, Total, Alba, 8014 SUGAG, Anul 2026, Numar persoane, 160
70-74 ani, Total, Alba, 8158 UNIREA, Anul 2026, Numar persoane, 221
70-74 ani, Total, Alba, 8229 VADU MOTILOR, Anul 2026, Numar persoane, 71
70-74 ani, Total, Alba, 8354 VALEA LUNGA, Anul 2026, Numar persoane, 114
70-74 ani, Total, Alba, 8425 VIDRA, Anul 2026, Numar persoane, 58
70-74 ani, Total, Alba, 8826 VINTU DE JOS, Anul 2026, Numar persoane, 289
75-79 ani, Total, Alba, 1017 MUNICIPIUL ALBA IULIA, Anul 2026, Numar persoane, 2698
75-79 ani, Total, Alba, 1213 MUNICIPIUL AIUD, Anul 2026, Numar persoane, 1022
75-79 ani, Total, Alba, 1348 MUNICIPIUL BLAJ, Anul 2026, Numar persoane, 824
75-79 ani, Total, Alba, 1874 MUNICIPIUL SEBES, Anul 2026, Numar persoane, 1068
75-79 ani, Total, Alba, 1151 ORAS ABRUD, Anul 2026, Numar persoane, 179
75-79 ani, Total, Alba, 2915 ORAS BAIA DE ARIES, Anul 2026, Numar persoane, 154
75-79 ani, Total, Alba, 1455 ORAS CAMPENI, Anul 2026, Numar persoane, 313
75-79 ani, Total, Alba, 1696 ORAS CUGIR, Anul 2026, Numar persoane, 1113
75-79 ani, Total, Alba, 1794 ORAS OCNA MURES, Anul 2026, Numar persoane, 522
75-79 ani, Total, Alba, 8096 ORAS TEIUS, Anul 2026, Numar persoane, 276
75-79 ani, Total, Alba, 1936 ORAS ZLATNA, Anul 2026, Numar persoane, 283
75-79 ani, Total, Alba, 2130 ALBAC, Anul 2026, Numar persoane, 77
75-79 ani, Total, Alba, 2309 ALMASU MARE, Anul 2026, Numar persoane, 61
75-79 ani, Total, Alba, 2381 ARIESENI, Anul 2026, Numar persoane, 83
75-79 ani, Total, Alba, 2577 AVRAM IANCU, Anul 2026, Numar persoane, 61
75-79 ani, Total, Alba, 2988 BERGHIN, Anul 2026, Numar persoane, 72
75-79 ani, Total, Alba, 3039 BISTRA, Anul 2026, Numar persoane, 146
75-79 ani, Total, Alba, 3397 BLANDIANA, Anul 2026, Numar persoane, 51
75-79 ani, Total, Alba, 9026 BUCERDEA GRANOASA, Anul 2026, Numar persoane, 64
75-79 ani, Total, Alba, 3459 BUCIUM, Anul 2026, Numar persoane, 73
75-79 ani, Total, Alba, 4106 CALNIC, Anul 2026, Numar persoane, 32
75-79 ani, Total, Alba, 3761 CENADE, Anul 2026, Numar persoane, 33
75-79 ani, Total, Alba, 3805 CERGAU, Anul 2026, Numar persoane, 54
75-79 ani, Total, Alba, 3841 CERU-BACAINTI, Anul 2026, Numar persoane, 15
75-79 ani, Total, Alba, 3958 CETATEA DE BALTA, Anul 2026, Numar persoane, 69
75-79 ani, Total, Alba, 1071 CIUGUD, Anul 2026, Numar persoane, 136
75-79 ani, Total, Alba, 4008 CIURULEASA, Anul 2026, Numar persoane, 50
75-79 ani, Total, Alba, 4188 CRACIUNELU DE JOS, Anul 2026, Numar persoane, 69
75-79 ani, Total, Alba, 4142 CRICAU, Anul 2026, Numar persoane, 73
75-79 ani, Total, Alba, 9019 CUT, Anul 2026, Numar persoane, 53
75-79 ani, Total, Alba, 4240 DAIA ROMANA, Anul 2026, Numar persoane, 114
75-79 ani, Total, Alba, 4268 DOSTAT, Anul 2026, Numar persoane, 23
75-79 ani, Total, Alba, 4302 FARAU, Anul 2026, Numar persoane, 81
75-79 ani, Total, Alba, 4366 GALDA DE JOS, Anul 2026, Numar persoane, 175
75-79 ani, Total, Alba, 4482 GARBOVA, Anul 2026, Numar persoane, 51
75-79 ani, Total, Alba, 4525 GARDA DE SUS, Anul 2026, Numar persoane, 72
75-79 ani, Total, Alba, 4703 HOPARTA, Anul 2026, Numar persoane, 50
75-79 ani, Total, Alba, 4767 HOREA, Anul 2026, Numar persoane, 86
75-79 ani, Total, Alba, 4927 IGHIU, Anul 2026, Numar persoane, 248
75-79 ani, Total, Alba, 4981 INTREGALDE, Anul 2026, Numar persoane, 42
75-79 ani, Total, Alba, 5103 JIDVEI, Anul 2026, Numar persoane, 150
75-79 ani, Total, Alba, 5167 LIVEZILE, Anul 2026, Numar persoane, 66
75-79 ani, Total, Alba, 5210 LOPADEA NOUA, Anul 2026, Numar persoane, 131
75-79 ani, Total, Alba, 5309 LUNCA MURESULUI, Anul 2026, Numar persoane, 91
75-79 ani, Total, Alba, 5336 LUPSA, Anul 2026, Numar persoane, 111
75-79 ani, Total, Alba, 5577 METES, Anul 2026, Numar persoane, 135
75-79 ani, Total, Alba, 5700 MIHALT, Anul 2026, Numar persoane, 126
75-79 ani, Total, Alba, 5755 MIRASLAU, Anul 2026, Numar persoane, 83
75-79 ani, Total, Alba, 5826 MOGOS, Anul 2026, Numar persoane, 58
75-79 ani, Total, Alba, 6048 NOSLAC, Anul 2026, Numar persoane, 71
75-79 ani, Total, Alba, 6119 OCOLIS, Anul 2026, Numar persoane, 34
75-79 ani, Total, Alba, 6164 OHABA, Anul 2026, Numar persoane, 41
75-79 ani, Total, Alba, 6217 PIANU, Anul 2026, Numar persoane, 132
75-79 ani, Total, Alba, 6271 POIANA VADULUI, Anul 2026, Numar persoane, 33
75-79 ani, Total, Alba, 6397 PONOR, Anul 2026, Numar persoane, 31
75-79 ani, Total, Alba, 6468 POSAGA, Anul 2026, Numar persoane, 41
75-79 ani, Total, Alba, 6547 RADESTI, Anul 2026, Numar persoane, 55
75-79 ani, Total, Alba, 6627 RAMET, Anul 2026, Numar persoane, 25
75-79 ani, Total, Alba, 6592 RAMETEA, Anul 2026, Numar persoane, 48
75-79 ani, Total, Alba, 6930 ROSIA DE SECAS, Anul 2026, Numar persoane, 63
75-79 ani, Total, Alba, 6761 ROSIA MONTANA, Anul 2026, Numar persoane, 99
75-79 ani, Total, Alba, 6976 SALCIUA, Anul 2026, Numar persoane, 73
75-79 ani, Total, Alba, 7044 SALISTEA, Anul 2026, Numar persoane, 105
75-79 ani, Total, Alba, 7348 SANCEL, Anul 2026, Numar persoane, 98
75-79 ani, Total, Alba, 7384 SANTIMBRU, Anul 2026, Numar persoane, 94
75-79 ani, Total, Alba, 7099 SASCIORI, Anul 2026, Numar persoane, 152
75-79 ani, Total, Alba, 7197 SCARISOARA, Anul 2026, Numar persoane, 62
75-79 ani, Total, Alba, 7810 SIBOT, Anul 2026, Numar persoane, 116
75-79 ani, Total, Alba, 7446 SOHODOL, Anul 2026, Numar persoane, 81
75-79 ani, Total, Alba, 7865 SONA, Anul 2026, Numar persoane, 160
75-79 ani, Total, Alba, 7945 SPRING, Anul 2026, Numar persoane, 85
75-79 ani, Total, Alba, 7767 STREMT, Anul 2026, Numar persoane, 109
75-79 ani, Total, Alba, 8014 SUGAG, Anul 2026, Numar persoane, 116
75-79 ani, Total, Alba, 8158 UNIREA, Anul 2026, Numar persoane, 195
75-79 ani, Total, Alba, 8229 VADU MOTILOR, Anul 2026, Numar persoane, 48
75-79 ani, Total, Alba, 8354 VALEA LUNGA, Anul 2026, Numar persoane, 105
75-79 ani, Total, Alba, 8425 VIDRA, Anul 2026, Numar persoane, 79
75-79 ani, Total, Alba, 8826 VINTU DE JOS, Anul 2026, Numar persoane, 214
80-84 ani, Total, Alba, 1017 MUNICIPIUL ALBA IULIA, Anul 2026, Numar persoane, 1227
80-84 ani, Total, Alba, 1213 MUNICIPIUL AIUD, Anul 2026, Numar persoane, 510
80-84 ani, Total, Alba, 1348 MUNICIPIUL BLAJ, Anul 2026, Numar persoane, 454
80-84 ani, Total, Alba, 1874 MUNICIPIUL SEBES, Anul 2026, Numar persoane, 567
80-84 ani, Total, Alba, 1151 ORAS ABRUD, Anul 2026, Numar persoane, 110
80-84 ani, Total, Alba, 2915 ORAS BAIA DE ARIES, Anul 2026, Numar persoane, 86
80-84 ani, Total, Alba, 1455 ORAS CAMPENI, Anul 2026, Numar persoane, 174
80-84 ani, Total, Alba, 1696 ORAS CUGIR, Anul 2026, Numar persoane, 582
80-84 ani, Total, Alba, 1794 ORAS OCNA MURES, Anul 2026, Numar persoane, 317
80-84 ani, Total, Alba, 8096 ORAS TEIUS, Anul 2026, Numar persoane, 148
80-84 ani, Total, Alba, 1936 ORAS ZLATNA, Anul 2026, Numar persoane, 194
80-84 ani, Total, Alba, 2130 ALBAC, Anul 2026, Numar persoane, 62
