Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Cluj, 56210 BONTIDA, Anul 2026, Numar persoane, 217
70-74 ani, Total, Cluj, 56265 BORSA, Anul 2026, Numar persoane, 63
70-74 ani, Total, Cluj, 56327 BUZA, Anul 2026, Numar persoane, 59
70-74 ani, Total, Cluj, 56354 CAIANU, Anul 2026, Numar persoane, 134
70-74 ani, Total, Cluj, 56425 CALARASI, Anul 2026, Numar persoane, 110
70-74 ani, Total, Cluj, 56461 CALATELE, Anul 2026, Numar persoane, 111
70-74 ani, Total, Cluj, 56522 CAMARASU, Anul 2026, Numar persoane, 113
70-74 ani, Total, Cluj, 56568 CAPUSU MARE, Anul 2026, Numar persoane, 163
70-74 ani, Total, Cluj, 56666 CASEIU, Anul 2026, Numar persoane, 184
70-74 ani, Total, Cluj, 57314 CATCAU, Anul 2026, Numar persoane, 100
70-74 ani, Total, Cluj, 56773 CATINA, Anul 2026, Numar persoane, 80
70-74 ani, Total, Cluj, 56844 CEANU MARE, Anul 2026, Numar persoane, 183
70-74 ani, Total, Cluj, 56988 CHINTENI, Anul 2026, Numar persoane, 140
70-74 ani, Total, Cluj, 57083 CHIUIESTI, Anul 2026, Numar persoane, 100
70-74 ani, Total, Cluj, 57163 CIUCEA, Anul 2026, Numar persoane, 77
70-74 ani, Total, Cluj, 57225 CIURILA, Anul 2026, Numar persoane, 84
70-74 ani, Total, Cluj, 57350 COJOCNA, Anul 2026, Numar persoane, 161
70-74 ani, Total, Cluj, 57449 CORNESTI, Anul 2026, Numar persoane, 72
70-74 ani, Total, Cluj, 55062 CUZDRIOARA, Anul 2026, Numar persoane, 146
70-74 ani, Total, Cluj, 57546 DABACA, Anul 2026, Numar persoane, 70
70-74 ani, Total, Cluj, 57582 FELEACU, Anul 2026, Numar persoane, 230
70-74 ani, Total, Cluj, 57644 FIZESU GHERLII, Anul 2026, Numar persoane, 112
70-74 ani, Total, Cluj, 57706 FLORESTI, Anul 2026, Numar persoane, 1486
70-74 ani, Total, Cluj, 57742 FRATA, Anul 2026, Numar persoane, 203
70-74 ani, Total, Cluj, 57948 GARBAU, Anul 2026, Numar persoane, 125
70-74 ani, Total, Cluj, 57831 GEACA, Anul 2026, Numar persoane, 76
70-74 ani, Total, Cluj, 57902 GILAU, Anul 2026, Numar persoane, 429
70-74 ani, Total, Cluj, 58008 IARA, Anul 2026, Numar persoane, 208
70-74 ani, Total, Cluj, 58142 ICLOD, Anul 2026, Numar persoane, 166
70-74 ani, Total, Cluj, 58204 IZVORU CRISULUI, Anul 2026, Numar persoane, 101
70-74 ani, Total, Cluj, 55106 JICHISU DE JOS, Anul 2026, Numar persoane, 44
70-74 ani, Total, Cluj, 58259 JUCU, Anul 2026, Numar persoane, 219
70-74 ani, Total, Cluj, 58311 LUNA, Anul 2026, Numar persoane, 218
70-74 ani, Total, Cluj, 58357 MAGURI-RACATAU, Anul 2026, Numar persoane, 73
70-74 ani, Total, Cluj, 58393 MANASTIRENI, Anul 2026, Numar persoane, 67
70-74 ani, Total, Cluj, 58464 MARGAU, Anul 2026, Numar persoane, 72
70-74 ani, Total, Cluj, 58534 MARISEL, Anul 2026, Numar persoane, 87
70-74 ani, Total, Cluj, 55160 MICA, Anul 2026, Numar persoane, 170
70-74 ani, Total, Cluj, 55277 MIHAI VITEAZU, Anul 2026, Numar persoane, 308
70-74 ani, Total, Cluj, 58552 MINTIU GHERLII, Anul 2026, Numar persoane, 220
70-74 ani, Total, Cluj, 58623 MOCIU, Anul 2026, Numar persoane, 135
70-74 ani, Total, Cluj, 58721 MOLDOVENESTI, Anul 2026, Numar persoane, 190
70-74 ani, Total, Cluj, 60169 NEGRENI, Anul 2026, Numar persoane, 138
70-74 ani, Total, Cluj, 58794 PALATCA, Anul 2026, Numar persoane, 52
70-74 ani, Total, Cluj, 58856 PANTICEU, Anul 2026, Numar persoane, 59
70-74 ani, Total, Cluj, 58918 PETRESTII DE JOS, Anul 2026, Numar persoane, 70
70-74 ani, Total, Cluj, 58990 PLOSCOS, Anul 2026, Numar persoane, 34
70-74 ani, Total, Cluj, 59041 POIENI, Anul 2026, Numar persoane, 264
70-74 ani, Total, Cluj, 59238 RASCA, Anul 2026, Numar persoane, 120
70-74 ani, Total, Cluj, 59130 RECEA-CRISTUR, Anul 2026, Numar persoane, 53
70-74 ani, Total, Cluj, 59283 SACUIEU, Anul 2026, Numar persoane, 73
70-74 ani, Total, Cluj, 59434 SANCRAIU, Anul 2026, Numar persoane, 97
70-74 ani, Total, Cluj, 55311 SANDULESTI, Anul 2026, Numar persoane, 96
70-74 ani, Total, Cluj, 59498 SANMARTIN, Anul 2026, Numar persoane, 76
70-74 ani, Total, Cluj, 59586 SANPAUL, Anul 2026, Numar persoane, 89
70-74 ani, Total, Cluj, 59327 SAVADISLA, Anul 2026, Numar persoane, 211
70-74 ani, Total, Cluj, 59416 SIC, Anul 2026, Numar persoane, 123
70-74 ani, Total, Cluj, 59657 SUATU, Anul 2026, Numar persoane, 63
70-74 ani, Total, Cluj, 59826 TAGA, Anul 2026, Numar persoane, 102
70-74 ani, Total, Cluj, 59693 TRITENII DE JOS, Anul 2026, Numar persoane, 187
70-74 ani, Total, Cluj, 59764 TURENI, Anul 2026, Numar persoane, 125
70-74 ani, Total, Cluj, 59880 UNGURAS, Anul 2026, Numar persoane, 133
70-74 ani, Total, Cluj, 59942 VAD, Anul 2026, Numar persoane, 106
70-74 ani, Total, Cluj, 60026 VALEA IERII, Anul 2026, Numar persoane, 51
70-74 ani, Total, Cluj, 60062 VIISOARA, Anul 2026, Numar persoane, 265
70-74 ani, Total, Cluj, 60099 VULTURENI, Anul 2026, Numar persoane, 54
75-79 ani, Total, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2026, Numar persoane, 12641
75-79 ani, Total, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2026, Numar persoane, 897
75-79 ani, Total, Cluj, 55008 MUNICIPIUL DEJ, Anul 2026, Numar persoane, 1549
75-79 ani, Total, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2026, Numar persoane, 873
75-79 ani, Total, Cluj, 55259 MUNICIPIUL TURDA, Anul 2026, Numar persoane, 2094
75-79 ani, Total, Cluj, 55446 ORAS HUEDIN, Anul 2026, Numar persoane, 306
75-79 ani, Total, Cluj, 55473 AGHIRESU, Anul 2026, Numar persoane, 275
75-79 ani, Total, Cluj, 55598 AITON, Anul 2026, Numar persoane, 49
75-79 ani, Total, Cluj, 55623 ALUNIS, Anul 2026, Numar persoane, 54
75-79 ani, Total, Cluj, 55687 APAHIDA, Anul 2026, Numar persoane, 406
75-79 ani, Total, Cluj, 55776 ASCHILEU, Anul 2026, Numar persoane, 62
75-79 ani, Total, Cluj, 55838 BACIU, Anul 2026, Numar persoane, 371
75-79 ani, Total, Cluj, 55918 BAISOARA, Anul 2026, Numar persoane, 92
75-79 ani, Total, Cluj, 56014 BELIS, Anul 2026, Numar persoane, 57
75-79 ani, Total, Cluj, 56096 BOBALNA, Anul 2026, Numar persoane, 68
75-79 ani, Total, Cluj, 56210 BONTIDA, Anul 2026, Numar persoane, 169
75-79 ani, Total, Cluj, 56265 BORSA, Anul 2026, Numar persoane, 60
75-79 ani, Total, Cluj, 56327 BUZA, Anul 2026, Numar persoane, 57
75-79 ani, Total, Cluj, 56354 CAIANU, Anul 2026, Numar persoane, 114
75-79 ani, Total, Cluj, 56425 CALARASI, Anul 2026, Numar persoane, 90
75-79 ani, Total, Cluj, 56461 CALATELE, Anul 2026, Numar persoane, 100
75-79 ani, Total, Cluj, 56522 CAMARASU, Anul 2026, Numar persoane, 94
