Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Caras-Severin, 51118 ORAS ORAVITA, Anul 2026, Numar persoane, 589
70-74 ani, Total, Caras-Severin, 51207 ORAS OTELU ROSU, Anul 2026, Numar persoane, 691
70-74 ani, Total, Caras-Severin, 51243 ARMENIS, Anul 2026, Numar persoane, 131
70-74 ani, Total, Caras-Severin, 51305 BANIA, Anul 2026, Numar persoane, 75
70-74 ani, Total, Caras-Severin, 51332 BAUTAR, Anul 2026, Numar persoane, 124
70-74 ani, Total, Caras-Severin, 51387 BERLISTE, Anul 2026, Numar persoane, 58
70-74 ani, Total, Caras-Severin, 51449 BERZASCA, Anul 2026, Numar persoane, 129
70-74 ani, Total, Caras-Severin, 51500 BERZOVIA, Anul 2026, Numar persoane, 195
70-74 ani, Total, Caras-Severin, 51546 BOLVASNITA, Anul 2026, Numar persoane, 74
70-74 ani, Total, Caras-Severin, 51573 BOZOVICI, Anul 2026, Numar persoane, 195
70-74 ani, Total, Caras-Severin, 51626 BREBU, Anul 2026, Numar persoane, 94
70-74 ani, Total, Caras-Severin, 51662 BREBU NOU, Anul 2026, Numar persoane, 28
70-74 ani, Total, Caras-Severin, 51699 BUCHIN, Anul 2026, Numar persoane, 137
70-74 ani, Total, Caras-Severin, 51751 BUCOSNITA, Anul 2026, Numar persoane, 180
70-74 ani, Total, Caras-Severin, 51804 CARASOVA, Anul 2026, Numar persoane, 194
70-74 ani, Total, Caras-Severin, 51840 CARBUNARI, Anul 2026, Numar persoane, 63
70-74 ani, Total, Caras-Severin, 51948 CICLOVA ROMANA, Anul 2026, Numar persoane, 103
70-74 ani, Total, Caras-Severin, 51984 CIUCHICI, Anul 2026, Numar persoane, 61
70-74 ani, Total, Caras-Severin, 52035 CIUDANOVITA, Anul 2026, Numar persoane, 26
70-74 ani, Total, Caras-Severin, 51877 CONSTANTIN DAICOVICIU, Anul 2026, Numar persoane, 158
70-74 ani, Total, Caras-Severin, 52062 COPACELE, Anul 2026, Numar persoane, 63
70-74 ani, Total, Caras-Severin, 52115 CORNEA, Anul 2026, Numar persoane, 120
70-74 ani, Total, Caras-Severin, 52160 CORNEREVA, Anul 2026, Numar persoane, 158
70-74 ani, Total, Caras-Severin, 53489 CORONINI, Anul 2026, Numar persoane, 112
70-74 ani, Total, Caras-Severin, 52570 DALBOSET, Anul 2026, Numar persoane, 91
70-74 ani, Total, Caras-Severin, 52650 DOCLIN, Anul 2026, Numar persoane, 90
70-74 ani, Total, Caras-Severin, 52696 DOGNECEA, Anul 2026, Numar persoane, 101
70-74 ani, Total, Caras-Severin, 52721 DOMASNEA, Anul 2026, Numar persoane, 81
70-74 ani, Total, Caras-Severin, 53700 EFTIMIE MURGU, Anul 2026, Numar persoane, 90
70-74 ani, Total, Caras-Severin, 52758 EZERIS, Anul 2026, Numar persoane, 84
70-74 ani, Total, Caras-Severin, 52785 FARLIUG, Anul 2026, Numar persoane, 108
70-74 ani, Total, Caras-Severin, 52856 FOROTIC, Anul 2026, Numar persoane, 77
70-74 ani, Total, Caras-Severin, 52909 GARNIC, Anul 2026, Numar persoane, 76
70-74 ani, Total, Caras-Severin, 52936 GLIMBOCA, Anul 2026, Numar persoane, 108
70-74 ani, Total, Caras-Severin, 52954 GORUIA, Anul 2026, Numar persoane, 40
70-74 ani, Total, Caras-Severin, 52990 GRADINARI, Anul 2026, Numar persoane, 107
70-74 ani, Total, Caras-Severin, 53023 IABLANITA, Anul 2026, Numar persoane, 166
70-74 ani, Total, Caras-Severin, 53069 LAPUSNICEL, Anul 2026, Numar persoane, 77
70-74 ani, Total, Caras-Severin, 53103 LAPUSNICU MARE, Anul 2026, Numar persoane, 96
70-74 ani, Total, Caras-Severin, 53130 LUNCAVITA, Anul 2026, Numar persoane, 143
70-74 ani, Total, Caras-Severin, 53167 LUPAC, Anul 2026, Numar persoane, 152
70-74 ani, Total, Caras-Severin, 53210 MARGA, Anul 2026, Numar persoane, 66
70-74 ani, Total, Caras-Severin, 53247 MAURENI, Anul 2026, Numar persoane, 116
70-74 ani, Total, Caras-Severin, 53274 MEHADIA, Anul 2026, Numar persoane, 243
70-74 ani, Total, Caras-Severin, 53327 MEHADICA, Anul 2026, Numar persoane, 49
70-74 ani, Total, Caras-Severin, 53345 NAIDAS, Anul 2026, Numar persoane, 65
70-74 ani, Total, Caras-Severin, 53372 OBREJA, Anul 2026, Numar persoane, 148
70-74 ani, Total, Caras-Severin, 50987 OCNA DE FIER, Anul 2026, Numar persoane, 30
70-74 ani, Total, Caras-Severin, 53425 PALTINIS, Anul 2026, Numar persoane, 133
70-74 ani, Total, Caras-Severin, 53513 POJEJENA, Anul 2026, Numar persoane, 205
70-74 ani, Total, Caras-Severin, 53577 PRIGOR, Anul 2026, Numar persoane, 157
70-74 ani, Total, Caras-Severin, 53675 RACASDIA, Anul 2026, Numar persoane, 100
70-74 ani, Total, Caras-Severin, 53639 RAMNA, Anul 2026, Numar persoane, 92
70-74 ani, Total, Caras-Severin, 53728 RUSCA MONTANA, Anul 2026, Numar persoane, 111
70-74 ani, Total, Caras-Severin, 53755 SACU, Anul 2026, Numar persoane, 72
70-74 ani, Total, Caras-Severin, 53791 SASCA MONTANA, Anul 2026, Numar persoane, 97
70-74 ani, Total, Caras-Severin, 53853 SICHEVITA, Anul 2026, Numar persoane, 119
70-74 ani, Total, Caras-Severin, 54056 SLATINA-TIMIS, Anul 2026, Numar persoane, 147
70-74 ani, Total, Caras-Severin, 54109 SOCOL, Anul 2026, Numar persoane, 122
