Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Sibiu, 145355 RACOVITA, Anul 2026, Numar persoane, 157
70-74 ani, Total, Sibiu, 143520 RASINARI, Anul 2026, Numar persoane, 237
70-74 ani, Total, Sibiu, 145382 RAU SADULUI, Anul 2026, Numar persoane, 36
70-74 ani, Total, Sibiu, 145408 ROSIA, Anul 2026, Numar persoane, 195
70-74 ani, Total, Sibiu, 145471 SADU, Anul 2026, Numar persoane, 153
70-74 ani, Total, Sibiu, 145667 SEICA MARE, Anul 2026, Numar persoane, 238
70-74 ani, Total, Sibiu, 145738 SEICA MICA, Anul 2026, Numar persoane, 93
70-74 ani, Total, Sibiu, 143557 SELIMBAR, Anul 2026, Numar persoane, 562
70-74 ani, Total, Sibiu, 145603 SLIMNIC, Anul 2026, Numar persoane, 176
70-74 ani, Total, Sibiu, 145765 SURA MARE, Anul 2026, Numar persoane, 219
70-74 ani, Total, Sibiu, 145792 SURA MICA, Anul 2026, Numar persoane, 166
70-74 ani, Total, Sibiu, 143646 TARNAVA, Anul 2026, Numar persoane, 102
70-74 ani, Total, Sibiu, 145907 TILISCA, Anul 2026, Numar persoane, 70
70-74 ani, Total, Sibiu, 145934 TURNU ROSU, Anul 2026, Numar persoane, 110
70-74 ani, Total, Sibiu, 145961 VALEA VIILOR, Anul 2026, Numar persoane, 111
70-74 ani, Total, Sibiu, 145998 VURPAR, Anul 2026, Numar persoane, 82
75-79 ani, Total, Sibiu, 143450 MUNICIPIUL SIBIU, Anul 2026, Numar persoane, 6772
75-79 ani, Total, Sibiu, 143619 MUNICIPIUL MEDIAS, Anul 2026, Numar persoane, 2283
75-79 ani, Total, Sibiu, 143682 ORAS AGNITA, Anul 2026, Numar persoane, 441
75-79 ani, Total, Sibiu, 144054 ORAS AVRIG, Anul 2026, Numar persoane, 411
75-79 ani, Total, Sibiu, 143735 ORAS CISNADIE, Anul 2026, Numar persoane, 628
75-79 ani, Total, Sibiu, 143771 ORAS COPSA MICA, Anul 2026, Numar persoane, 117
75-79 ani, Total, Sibiu, 143806 ORAS DUMBRAVENI, Anul 2026, Numar persoane, 254
75-79 ani, Total, Sibiu, 144928 ORAS MIERCUREA SIBIULUI, Anul 2026, Numar persoane, 129
75-79 ani, Total, Sibiu, 143851 ORAS OCNA SIBIULUI, Anul 2026, Numar persoane, 166
75-79 ani, Total, Sibiu, 145499 ORAS SALISTE, Anul 2026, Numar persoane, 214
75-79 ani, Total, Sibiu, 145827 ORAS TALMACIU, Anul 2026, Numar persoane, 239
75-79 ani, Total, Sibiu, 146012 ALMA, Anul 2026, Numar persoane, 74
75-79 ani, Total, Sibiu, 143888 ALTINA, Anul 2026, Numar persoane, 56
75-79 ani, Total, Sibiu, 143922 APOLDU DE JOS, Anul 2026, Numar persoane, 44
75-79 ani, Total, Sibiu, 143959 ARPASU DE JOS, Anul 2026, Numar persoane, 113
75-79 ani, Total, Sibiu, 143995 ATEL, Anul 2026, Numar persoane, 47
75-79 ani, Total, Sibiu, 144116 AXENTE SEVER, Anul 2026, Numar persoane, 139
75-79 ani, Total, Sibiu, 144232 BARGHIS, Anul 2026, Numar persoane, 71
75-79 ani, Total, Sibiu, 144152 BAZNA, Anul 2026, Numar persoane, 99
75-79 ani, Total, Sibiu, 144198 BIERTAN, Anul 2026, Numar persoane, 84
75-79 ani, Total, Sibiu, 144303 BLAJEL, Anul 2026, Numar persoane, 65
75-79 ani, Total, Sibiu, 146021 BOITA, Anul 2026, Numar persoane, 43
75-79 ani, Total, Sibiu, 144376 BRADENI, Anul 2026, Numar persoane, 45
75-79 ani, Total, Sibiu, 144349 BRATEIU, Anul 2026, Numar persoane, 81
75-79 ani, Total, Sibiu, 144410 BRUIU, Anul 2026, Numar persoane, 22
75-79 ani, Total, Sibiu, 144508 CARTA, Anul 2026, Numar persoane, 39
75-79 ani, Total, Sibiu, 144535 CARTISOARA, Anul 2026, Numar persoane, 54
75-79 ani, Total, Sibiu, 144456 CHIRPAR, Anul 2026, Numar persoane, 37
75-79 ani, Total, Sibiu, 143487 CRISTIAN, Anul 2026, Numar persoane, 131
75-79 ani, Total, Sibiu, 144553 DARLOS, Anul 2026, Numar persoane, 121
75-79 ani, Total, Sibiu, 144599 GURA RAULUI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Sibiu, 144615 HOGHILAG, Anul 2026, Numar persoane, 58
75-79 ani, Total, Sibiu, 144651 IACOBENI, Anul 2026, Numar persoane, 50
75-79 ani, Total, Sibiu, 144713 JINA, Anul 2026, Numar persoane, 75
75-79 ani, Total, Sibiu, 144731 LASLEA, Anul 2026, Numar persoane, 79
75-79 ani, Total, Sibiu, 144795 LOAMNES, Anul 2026, Numar persoane, 122
75-79 ani, Total, Sibiu, 144866 LUDOS, Anul 2026, Numar persoane, 23
75-79 ani, Total, Sibiu, 144893 MARPOD, Anul 2026, Numar persoane, 43
75-79 ani, Total, Sibiu, 144964 MERGHINDEAL, Anul 2026, Numar persoane, 32
75-79 ani, Total, Sibiu, 144991 MICASASA, Anul 2026, Numar persoane, 86
75-79 ani, Total, Sibiu, 145042 MIHAILENI, Anul 2026, Numar persoane, 29
75-79 ani, Total, Sibiu, 145104 MOSNA, Anul 2026, Numar persoane, 87
