Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Harghita, 85984 SIMONESTI, Anul 2026, Numar persoane, 182
70-74 ani, Total, Harghita, 85877 SUBCETATE, Anul 2026, Numar persoane, 80
70-74 ani, Total, Harghita, 85920 SUSENI, Anul 2026, Numar persoane, 286
70-74 ani, Total, Harghita, 86453 TOMESTI, Anul 2026, Numar persoane, 127
70-74 ani, Total, Harghita, 86133 TULGHES, Anul 2026, Numar persoane, 119
70-74 ani, Total, Harghita, 86188 TUSNAD, Anul 2026, Numar persoane, 94
70-74 ani, Total, Harghita, 86222 ULIES, Anul 2026, Numar persoane, 42
70-74 ani, Total, Harghita, 86311 VARSAG, Anul 2026, Numar persoane, 66
70-74 ani, Total, Harghita, 86339 VOSLABENI, Anul 2026, Numar persoane, 124
70-74 ani, Total, Harghita, 86366 ZETEA, Anul 2026, Numar persoane, 282
75-79 ani, Total, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2026, Numar persoane, 1747
75-79 ani, Total, Harghita, 83561 MUNICIPIUL GHEORGHENI, Anul 2026, Numar persoane, 677
75-79 ani, Total, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2026, Numar persoane, 1628
75-79 ani, Total, Harghita, 83632 MUNICIPIUL TOPLITA, Anul 2026, Numar persoane, 505
75-79 ani, Total, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2026, Numar persoane, 77
75-79 ani, Total, Harghita, 83464 ORAS BALAN, Anul 2026, Numar persoane, 264
75-79 ani, Total, Harghita, 83491 ORAS BORSEC, Anul 2026, Numar persoane, 114
75-79 ani, Total, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2026, Numar persoane, 362
75-79 ani, Total, Harghita, 83749 ORAS VLAHITA, Anul 2026, Numar persoane, 252
75-79 ani, Total, Harghita, 83785 ATID, Anul 2026, Numar persoane, 92
75-79 ani, Total, Harghita, 83847 AVRAMESTI, Anul 2026, Numar persoane, 69
75-79 ani, Total, Harghita, 83936 BILBOR, Anul 2026, Numar persoane, 100
75-79 ani, Total, Harghita, 83151 BRADESTI, Anul 2026, Numar persoane, 66
75-79 ani, Total, Harghita, 83963 CAPALNITA, Anul 2026, Numar persoane, 63
75-79 ani, Total, Harghita, 84102 CARTA, Anul 2026, Numar persoane, 116
75-79 ani, Total, Harghita, 86461 CICEU, Anul 2026, Numar persoane, 110
75-79 ani, Total, Harghita, 83981 CIUCSANGEORGIU, Anul 2026, Numar persoane, 207
75-79 ani, Total, Harghita, 84086 CIUMANI, Anul 2026, Numar persoane, 162
75-79 ani, Total, Harghita, 84148 CORBU, Anul 2026, Numar persoane, 66
75-79 ani, Total, Harghita, 84175 CORUND, Anul 2026, Numar persoane, 152
75-79 ani, Total, Harghita, 86446 COZMENI, Anul 2026, Numar persoane, 70
