Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
65-69 ani, Total, Olt, 129987 VALCELE, Anul 2026, Numar persoane, 125
65-69 ani, Total, Olt, 129656 VALEA MARE, Anul 2026, Numar persoane, 178
65-69 ani, Total, Olt, 129763 VALENI, Anul 2026, Numar persoane, 84
65-69 ani, Total, Olt, 129816 VERGULEASA, Anul 2026, Numar persoane, 135
65-69 ani, Total, Olt, 129898 VISINA, Anul 2026, Numar persoane, 161
65-69 ani, Total, Olt, 130375 VISINA NOUA, Anul 2026, Numar persoane, 103
65-69 ani, Total, Olt, 129914 VITOMIRESTI, Anul 2026, Numar persoane, 114
65-69 ani, Total, Olt, 130026 VLADILA, Anul 2026, Numar persoane, 115
65-69 ani, Total, Olt, 130062 VOINEASA, Anul 2026, Numar persoane, 84
65-69 ani, Total, Olt, 130124 VULPENI, Anul 2026, Numar persoane, 117
65-69 ani, Total, Olt, 130231 VULTURESTI, Anul 2026, Numar persoane, 96
70-74 ani, Total, Olt, 125347 MUNICIPIUL SLATINA, Anul 2026, Numar persoane, 4137
70-74 ani, Total, Olt, 125472 MUNICIPIUL CARACAL, Anul 2026, Numar persoane, 1853
70-74 ani, Total, Olt, 125418 ORAS BALS, Anul 2026, Numar persoane, 941
70-74 ani, Total, Olt, 125542 ORAS CORABIA, Anul 2026, Numar persoane, 981
70-74 ani, Total, Olt, 125622 ORAS DRAGANESTI-OLT, Anul 2026, Numar persoane, 558
70-74 ani, Total, Olt, 128105 ORAS PIATRA-OLT, Anul 2026, Numar persoane, 335
70-74 ani, Total, Olt, 128374 ORAS POTCOAVA, Anul 2026, Numar persoane, 264
70-74 ani, Total, Olt, 128711 ORAS SCORNICESTI, Anul 2026, Numar persoane, 482
70-74 ani, Total, Olt, 125659 BABICIU, Anul 2026, Numar persoane, 99
70-74 ani, Total, Olt, 125677 BALDOVINESTI, Anul 2026, Numar persoane, 48
70-74 ani, Total, Olt, 130286 BALTENI, Anul 2026, Numar persoane, 85
70-74 ani, Total, Olt, 125757 BARASTI, Anul 2026, Numar persoane, 56
70-74 ani, Total, Olt, 125846 BARZA, Anul 2026, Numar persoane, 119
70-74 ani, Total, Olt, 125873 BOBICESTI, Anul 2026, Numar persoane, 183
70-74 ani, Total, Olt, 126022 BRANCOVENI, Anul 2026, Numar persoane, 154
70-74 ani, Total, Olt, 125962 BRASTAVATU, Anul 2026, Numar persoane, 190
70-74 ani, Total, Olt, 125999 BREBENI, Anul 2026, Numar persoane, 139
70-74 ani, Total, Olt, 126077 BUCINISU, Anul 2026, Numar persoane, 100
70-74 ani, Total, Olt, 130295 CALUI, Anul 2026, Numar persoane, 89
70-74 ani, Total, Olt, 126166 CARLOGANI, Anul 2026, Numar persoane, 130
70-74 ani, Total, Olt, 126102 CEZIENI, Anul 2026, Numar persoane, 99
70-74 ani, Total, Olt, 126148 CILIENI, Anul 2026, Numar persoane, 170
70-74 ani, Total, Olt, 126228 COLONESTI, Anul 2026, Numar persoane, 83
70-74 ani, Total, Olt, 126326 CORBU, Anul 2026, Numar persoane, 94
70-74 ani, Total, Olt, 126380 COTEANA, Anul 2026, Numar persoane, 134
70-74 ani, Total, Olt, 126406 CRAMPOIA, Anul 2026, Numar persoane, 159
70-74 ani, Total, Olt, 126503 CUNGREA, Anul 2026, Numar persoane, 88
70-74 ani, Total, Olt, 126433 CURTISOARA, Anul 2026, Numar persoane, 222
70-74 ani, Total, Olt, 126585 DANEASA, Anul 2026, Numar persoane, 132
70-74 ani, Total, Olt, 126647 DEVESELU, Anul 2026, Numar persoane, 169
70-74 ani, Total, Olt, 126674 DOBRETU, Anul 2026, Numar persoane, 61
70-74 ani, Total, Olt, 126718 DOBROSLOVENI, Anul 2026, Numar persoane, 158
70-74 ani, Total, Olt, 126772 DOBROTEASA, Anul 2026, Numar persoane, 81
70-74 ani, Total, Olt, 126825 DOBRUN, Anul 2026, Numar persoane, 65
70-74 ani, Total, Olt, 125490 DRAGHICENI, Anul 2026, Numar persoane, 91
70-74 ani, Total, Olt, 126905 FAGETELU, Anul 2026, Numar persoane, 45
70-74 ani, Total, Olt, 126978 FALCOIU, Anul 2026, Numar persoane, 173
70-74 ani, Total, Olt, 127019 FARCASELE, Anul 2026, Numar persoane, 170
70-74 ani, Total, Olt, 127064 GANEASA, Anul 2026, Numar persoane, 203
70-74 ani, Total, Olt, 125588 GARCOV, Anul 2026, Numar persoane, 135
70-74 ani, Total, Olt, 130302 GAVANESTI, Anul 2026, Numar persoane, 81
70-74 ani, Total, Olt, 130311 GHIMPETENI, Anul 2026, Numar persoane, 65
70-74 ani, Total, Olt, 127126 GIUVARASTI, Anul 2026, Numar persoane, 97
70-74 ani, Total, Olt, 127144 GOSTAVATU, Anul 2026, Numar persoane, 136
