Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Constanta, 61167 CERCHEZU, Anul 2026, Numar persoane, 71
70-74 ani, Total, Constanta, 61210 CHIRNOGENI, Anul 2026, Numar persoane, 132
70-74 ani, Total, Constanta, 61256 CIOBANU, Anul 2026, Numar persoane, 179
70-74 ani, Total, Constanta, 61283 CIOCARLIA, Anul 2026, Numar persoane, 111
70-74 ani, Total, Constanta, 61318 COBADIN, Anul 2026, Numar persoane, 377
70-74 ani, Total, Constanta, 61372 COGEALAC, Anul 2026, Numar persoane, 211
70-74 ani, Total, Constanta, 61452 COMANA, Anul 2026, Numar persoane, 80
70-74 ani, Total, Constanta, 61513 CORBU, Anul 2026, Numar persoane, 279
70-74 ani, Total, Constanta, 63286 COSTINESTI, Anul 2026, Numar persoane, 207
70-74 ani, Total, Constanta, 61559 CRUCEA, Anul 2026, Numar persoane, 150
70-74 ani, Total, Constanta, 61620 CUMPANA, Anul 2026, Numar persoane, 711
70-74 ani, Total, Constanta, 63300 CUZA VODA, Anul 2026, Numar persoane, 111
70-74 ani, Total, Constanta, 61675 DELENI, Anul 2026, Numar persoane, 95
70-74 ani, Total, Constanta, 61737 DOBROMIR, Anul 2026, Numar persoane, 80
70-74 ani, Total, Constanta, 63161 DUMBRAVENI, Anul 2026, Numar persoane, 22
70-74 ani, Total, Constanta, 63334 FANTANELE, Anul 2026, Numar persoane, 85
70-74 ani, Total, Constanta, 61808 GARLICIU, Anul 2026, Numar persoane, 65
70-74 ani, Total, Constanta, 61826 GHINDARESTI, Anul 2026, Numar persoane, 141
70-74 ani, Total, Constanta, 63326 GRADINA, Anul 2026, Numar persoane, 70
70-74 ani, Total, Constanta, 63278 HORIA, Anul 2026, Numar persoane, 69
70-74 ani, Total, Constanta, 61871 INDEPENDENTA, Anul 2026, Numar persoane, 94
70-74 ani, Total, Constanta, 61951 ION CORVIN, Anul 2026, Numar persoane, 46
70-74 ani, Total, Constanta, 62020 ISTRIA, Anul 2026, Numar persoane, 106
70-74 ani, Total, Constanta, 60632 LIMANU, Anul 2026, Numar persoane, 328
70-74 ani, Total, Constanta, 62057 LIPNITA, Anul 2026, Numar persoane, 138
70-74 ani, Total, Constanta, 63152 LUMINA, Anul 2026, Numar persoane, 523
70-74 ani, Total, Constanta, 62137 MERENI, Anul 2026, Numar persoane, 113
70-74 ani, Total, Constanta, 62253 MIHAI VITEAZU, Anul 2026, Numar persoane, 119
70-74 ani, Total, Constanta, 62191 MIHAIL KOGALNICEANU, Anul 2026, Numar persoane, 490
70-74 ani, Total, Constanta, 62280 MIRCEA VODA, Anul 2026, Numar persoane, 184
70-74 ani, Total, Constanta, 62440 NICOLAE BALCESCU, Anul 2026, Numar persoane, 233
70-74 ani, Total, Constanta, 62486 OLTINA, Anul 2026, Numar persoane, 105
70-74 ani, Total, Constanta, 62538 OSTROV, Anul 2026, Numar persoane, 226
70-74 ani, Total, Constanta, 62609 PANTELIMON, Anul 2026, Numar persoane, 73
70-74 ani, Total, Constanta, 62672 PECINEAGA, Anul 2026, Numar persoane, 128
70-74 ani, Total, Constanta, 62707 PESTERA, Anul 2026, Numar persoane, 145
70-74 ani, Total, Constanta, 62761 POARTA ALBA, Anul 2026, Numar persoane, 230
70-74 ani, Total, Constanta, 62798 RASOVA, Anul 2026, Numar persoane, 141
70-74 ani, Total, Constanta, 62878 SACELE, Anul 2026, Numar persoane, 105
70-74 ani, Total, Constanta, 63318 SALIGNY, Anul 2026, Numar persoane, 100
70-74 ani, Total, Constanta, 62823 SARAIU, Anul 2026, Numar persoane, 53
70-74 ani, Total, Constanta, 62903 SEIMENI, Anul 2026, Numar persoane, 91
70-74 ani, Total, Constanta, 62949 SILISTEA, Anul 2026, Numar persoane, 52
70-74 ani, Total, Constanta, 62985 TARGUSOR, Anul 2026, Numar persoane, 77
70-74 ani, Total, Constanta, 63045 TOPALU, Anul 2026, Numar persoane, 97
70-74 ani, Total, Constanta, 63072 TOPRAISAR, Anul 2026, Numar persoane, 251
70-74 ani, Total, Constanta, 63189 TORTOMAN, Anul 2026, Numar persoane, 83
70-74 ani, Total, Constanta, 60721 TUZLA, Anul 2026, Numar persoane, 386
70-74 ani, Total, Constanta, 63125 VALU LUI TRAIAN, Anul 2026, Numar persoane, 745
70-74 ani, Total, Constanta, 63170 VULTURU, Anul 2026, Numar persoane, 26
75-79 ani, Total, Constanta, 60419 MUNICIPIUL CONSTANTA, Anul 2026, Numar persoane, 13862
75-79 ani, Total, Constanta, 60482 MUNICIPIUL MANGALIA, Anul 2026, Numar persoane, 1449
75-79 ani, Total, Constanta, 60847 MUNICIPIUL MEDGIDIA, Anul 2026, Numar persoane, 1493
75-79 ani, Total, Constanta, 60776 ORAS CERNAVODA, Anul 2026, Numar persoane, 435
75-79 ani, Total, Constanta, 60455 ORAS EFORIE, Anul 2026, Numar persoane, 410
75-79 ani, Total, Constanta, 60801 ORAS HARSOVA, Anul 2026, Numar persoane, 378
75-79 ani, Total, Constanta, 62360 ORAS MURFATLAR, Anul 2026, Numar persoane, 288
75-79 ani, Total, Constanta, 60507 ORAS NAVODARI, Anul 2026, Numar persoane, 1041
75-79 ani, Total, Constanta, 62397 ORAS NEGRU VODA, Anul 2026, Numar persoane, 146
75-79 ani, Total, Constanta, 60687 ORAS OVIDIU, Anul 2026, Numar persoane, 526
75-79 ani, Total, Constanta, 60534 ORAS TECHIRGHIOL, Anul 2026, Numar persoane, 315
75-79 ani, Total, Constanta, 60598 23 AUGUST, Anul 2026, Numar persoane, 222
75-79 ani, Total, Constanta, 60883 ADAMCLISI, Anul 2026, Numar persoane, 71
75-79 ani, Total, Constanta, 60570 AGIGEA, Anul 2026, Numar persoane, 273
75-79 ani, Total, Constanta, 60945 ALBESTI, Anul 2026, Numar persoane, 102
75-79 ani, Total, Constanta, 61005 ALIMAN, Anul 2026, Numar persoane, 75
75-79 ani, Total, Constanta, 63198 AMZACEA, Anul 2026, Numar persoane, 64
75-79 ani, Total, Constanta, 61069 BANEASA, Anul 2026, Numar persoane, 146
75-79 ani, Total, Constanta, 63294 BARAGANU, Anul 2026, Numar persoane, 58
75-79 ani, Total, Constanta, 61121 CASTELU, Anul 2026, Numar persoane, 136
75-79 ani, Total, Constanta, 61167 CERCHEZU, Anul 2026, Numar persoane, 63
75-79 ani, Total, Constanta, 61210 CHIRNOGENI, Anul 2026, Numar persoane, 114
75-79 ani, Total, Constanta, 61256 CIOBANU, Anul 2026, Numar persoane, 115
75-79 ani, Total, Constanta, 61283 CIOCARLIA, Anul 2026, Numar persoane, 92
75-79 ani, Total, Constanta, 61318 COBADIN, Anul 2026, Numar persoane, 302
75-79 ani, Total, Constanta, 61372 COGEALAC, Anul 2026, Numar persoane, 178
