Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
65-69 ani, Total, Vaslui, 167295 FERESTI, Anul 2026, Numar persoane, 74
65-69 ani, Total, Vaslui, 167231 FRUNTISENI, Anul 2026, Numar persoane, 69
65-69 ani, Total, Vaslui, 163903 GAGESTI, Anul 2026, Numar persoane, 58
65-69 ani, Total, Vaslui, 164062 GARCENI, Anul 2026, Numar persoane, 105
65-69 ani, Total, Vaslui, 163967 GHERGHESTI, Anul 2026, Numar persoane, 89
65-69 ani, Total, Vaslui, 164133 GRIVITA, Anul 2026, Numar persoane, 171
65-69 ani, Total, Vaslui, 164197 HOCENI, Anul 2026, Numar persoane, 109
65-69 ani, Total, Vaslui, 164339 IANA, Anul 2026, Numar persoane, 123
65-69 ani, Total, Vaslui, 167222 IBANESTI, Anul 2026, Numar persoane, 54
65-69 ani, Total, Vaslui, 164393 IVANESTI, Anul 2026, Numar persoane, 157
65-69 ani, Total, Vaslui, 164543 IVESTI, Anul 2026, Numar persoane, 126
65-69 ani, Total, Vaslui, 164598 LAZA, Anul 2026, Numar persoane, 145
65-69 ani, Total, Vaslui, 164687 LIPOVAT, Anul 2026, Numar persoane, 158
65-69 ani, Total, Vaslui, 164749 LUNCA BANULUI, Anul 2026, Numar persoane, 159
65-69 ani, Total, Vaslui, 164829 MALUSTENI, Anul 2026, Numar persoane, 71
65-69 ani, Total, Vaslui, 164892 MICLESTI, Anul 2026, Numar persoane, 125
65-69 ani, Total, Vaslui, 164936 MUNTENII DE JOS, Anul 2026, Numar persoane, 225
65-69 ani, Total, Vaslui, 167302 MUNTENII DE SUS, Anul 2026, Numar persoane, 170
65-69 ani, Total, Vaslui, 165069 OLTENESTI, Anul 2026, Numar persoane, 114
65-69 ani, Total, Vaslui, 165130 OSESTI, Anul 2026, Numar persoane, 120
65-69 ani, Total, Vaslui, 165185 PADURENI, Anul 2026, Numar persoane, 156
65-69 ani, Total, Vaslui, 165274 PERIENI, Anul 2026, Numar persoane, 161
65-69 ani, Total, Vaslui, 167311 POCHIDIA, Anul 2026, Numar persoane, 81
65-69 ani, Total, Vaslui, 165416 POGANA, Anul 2026, Numar persoane, 119
65-69 ani, Total, Vaslui, 167259 POGONESTI, Anul 2026, Numar persoane, 107
65-69 ani, Total, Vaslui, 165336 POIENESTI, Anul 2026, Numar persoane, 119
65-69 ani, Total, Vaslui, 165470 PUIESTI, Anul 2026, Numar persoane, 190
65-69 ani, Total, Vaslui, 165611 PUNGESTI, Anul 2026, Numar persoane, 108
