Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
65-69 ani, Total, Bistrita-Nasaud, 33658 MATEI, Anul 2026, Numar persoane, 113
65-69 ani, Total, Bistrita-Nasaud, 33845 MICESTII DE CAMPIE, Anul 2026, Numar persoane, 46
65-69 ani, Total, Bistrita-Nasaud, 33881 MILAS, Anul 2026, Numar persoane, 53
65-69 ani, Total, Bistrita-Nasaud, 33952 MONOR, Anul 2026, Numar persoane, 56
65-69 ani, Total, Bistrita-Nasaud, 179659 NEGRILESTI, Anul 2026, Numar persoane, 140
65-69 ani, Total, Bistrita-Nasaud, 33989 NIMIGEA, Anul 2026, Numar persoane, 251
65-69 ani, Total, Bistrita-Nasaud, 34075 NUSENI, Anul 2026, Numar persoane, 132
65-69 ani, Total, Bistrita-Nasaud, 34155 PARVA, Anul 2026, Numar persoane, 118
65-69 ani, Total, Bistrita-Nasaud, 34173 PETRU RARES, Anul 2026, Numar persoane, 155
65-69 ani, Total, Bistrita-Nasaud, 179720 POIANA ILVEI, Anul 2026, Numar persoane, 71
65-69 ani, Total, Bistrita-Nasaud, 34235 PRUNDU BARGAULUI, Anul 2026, Numar persoane, 344
65-69 ani, Total, Bistrita-Nasaud, 34262 REBRA, Anul 2026, Numar persoane, 129
65-69 ani, Total, Bistrita-Nasaud, 34280 REBRISOARA, Anul 2026, Numar persoane, 217
65-69 ani, Total, Bistrita-Nasaud, 34333 RODNA, Anul 2026, Numar persoane, 317
65-69 ani, Total, Bistrita-Nasaud, 34360 ROMULI, Anul 2026, Numar persoane, 67
65-69 ani, Total, Bistrita-Nasaud, 179944 RUNCU SALVEI, Anul 2026, Numar persoane, 79
65-69 ani, Total, Bistrita-Nasaud, 34397 SALVA, Anul 2026, Numar persoane, 157
65-69 ani, Total, Bistrita-Nasaud, 34477 SANMIHAIU DE CAMPIE, Anul 2026, Numar persoane, 61
65-69 ani, Total, Bistrita-Nasaud, 34618 SANT, Anul 2026, Numar persoane, 144
65-69 ani, Total, Bistrita-Nasaud, 34645 SIEU, Anul 2026, Numar persoane, 151
65-69 ani, Total, Bistrita-Nasaud, 34690 SIEU-MAGHERUS, Anul 2026, Numar persoane, 229
65-69 ani, Total, Bistrita-Nasaud, 34770 SIEU-ODORHEI, Anul 2026, Numar persoane, 115
65-69 ani, Total, Bistrita-Nasaud, 34850 SIEUT, Anul 2026, Numar persoane, 141
65-69 ani, Total, Bistrita-Nasaud, 34422 SILIVASU DE CAMPIE, Anul 2026, Numar persoane, 30
65-69 ani, Total, Bistrita-Nasaud, 34903 SINTEREAG, Anul 2026, Numar persoane, 190
65-69 ani, Total, Bistrita-Nasaud, 34547 SPERMEZEU, Anul 2026, Numar persoane, 178
65-69 ani, Total, Bistrita-Nasaud, 35152 TARLISUA, Anul 2026, Numar persoane, 190
65-69 ani, Total, Bistrita-Nasaud, 34985 TEACA, Anul 2026, Numar persoane, 243
65-69 ani, Total, Bistrita-Nasaud, 35054 TELCIU, Anul 2026, Numar persoane, 316
65-69 ani, Total, Bistrita-Nasaud, 35090 TIHA BARGAULUI, Anul 2026, Numar persoane, 279
65-69 ani, Total, Bistrita-Nasaud, 35269 URIU, Anul 2026, Numar persoane, 166
65-69 ani, Total, Bistrita-Nasaud, 35312 URMENIS, Anul 2026, Numar persoane, 52
65-69 ani, Total, Bistrita-Nasaud, 35429 ZAGRA, Anul 2026, Numar persoane, 196
70-74 ani, Total, Bistrita-Nasaud, 32394 MUNICIPIUL BISTRITA, Anul 2026, Numar persoane, 5088
70-74 ani, Total, Bistrita-Nasaud, 32483 ORAS BECLEAN, Anul 2026, Numar persoane, 612
70-74 ani, Total, Bistrita-Nasaud, 32544 ORAS NASAUD, Anul 2026, Numar persoane, 591
70-74 ani, Total, Bistrita-Nasaud, 32599 ORAS SANGEORZ-BAI, Anul 2026, Numar persoane, 455
70-74 ani, Total, Bistrita-Nasaud, 32633 BISTRITA BARGAULUI, Anul 2026, Numar persoane, 188
70-74 ani, Total, Bistrita-Nasaud, 32660 BRANISTEA, Anul 2026, Numar persoane, 174
70-74 ani, Total, Bistrita-Nasaud, 32704 BUDACU DE JOS, Anul 2026, Numar persoane, 127
70-74 ani, Total, Bistrita-Nasaud, 32768 BUDESTI, Anul 2026, Numar persoane, 73
70-74 ani, Total, Bistrita-Nasaud, 32811 CAIANU MIC, Anul 2026, Numar persoane, 153
70-74 ani, Total, Bistrita-Nasaud, 32884 CETATE, Anul 2026, Numar persoane, 123
70-74 ani, Total, Bistrita-Nasaud, 33015 CHIOCHIS, Anul 2026, Numar persoane, 131
70-74 ani, Total, Bistrita-Nasaud, 33122 CHIUZA, Anul 2026, Numar persoane, 98
70-74 ani, Total, Bistrita-Nasaud, 32955 CICEU-GIURGESTI, Anul 2026, Numar persoane, 83
70-74 ani, Total, Bistrita-Nasaud, 179953 CICEU-MIHAIESTI, Anul 2026, Numar persoane, 46
70-74 ani, Total, Bistrita-Nasaud, 33177 COSBUC, Anul 2026, Numar persoane, 98
70-74 ani, Total, Bistrita-Nasaud, 33202 DUMITRA, Anul 2026, Numar persoane, 144
