Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
65-69 ani, Total, Suceava, 150524 TODIRESTI, Anul 2026, Numar persoane, 288
65-69 ani, Total, Suceava, 150588 UDESTI, Anul 2026, Numar persoane, 241
65-69 ani, Total, Suceava, 150702 ULMA, Anul 2026, Numar persoane, 105
65-69 ani, Total, Suceava, 150766 VADU MOLDOVEI, Anul 2026, Numar persoane, 208
65-69 ani, Total, Suceava, 150891 VALEA MOLDOVEI, Anul 2026, Numar persoane, 135
65-69 ani, Total, Suceava, 150935 VAMA, Anul 2026, Numar persoane, 285
65-69 ani, Total, Suceava, 150980 VATRA MOLDOVITEI, Anul 2026, Numar persoane, 227
65-69 ani, Total, Suceava, 151022 VERESTI, Anul 2026, Numar persoane, 260
65-69 ani, Total, Suceava, 151077 VICOVU DE JOS, Anul 2026, Numar persoane, 281
65-69 ani, Total, Suceava, 151558 VOITINEL, Anul 2026, Numar persoane, 154
65-69 ani, Total, Suceava, 151120 VOLOVAT, Anul 2026, Numar persoane, 228
65-69 ani, Total, Suceava, 151157 VULTURESTI, Anul 2026, Numar persoane, 114
65-69 ani, Total, Suceava, 151246 ZAMOSTEA, Anul 2026, Numar persoane, 112
65-69 ani, Total, Suceava, 151344 ZVORISTEA, Anul 2026, Numar persoane, 232
70-74 ani, Total, Suceava, 146263 MUNICIPIUL SUCEAVA, Anul 2026, Numar persoane, 6348
70-74 ani, Total, Suceava, 146502 MUNICIPIUL CAMPULUNG MOLDOVENESC, Anul 2026, Numar persoane, 1207
70-74 ani, Total, Suceava, 146539 MUNICIPIUL FALTICENI, Anul 2026, Numar persoane, 1491
70-74 ani, Total, Suceava, 146628 MUNICIPIUL RADAUTI, Anul 2026, Numar persoane, 1717
70-74 ani, Total, Suceava, 146744 MUNICIPIUL VATRA DORNEI, Anul 2026, Numar persoane, 991
70-74 ani, Total, Suceava, 147358 ORAS BROSTENI, Anul 2026, Numar persoane, 331
70-74 ani, Total, Suceava, 147633 ORAS CAJVANA, Anul 2026, Numar persoane, 265
70-74 ani, Total, Suceava, 148006 ORAS DOLHASCA, Anul 2026, Numar persoane, 405
70-74 ani, Total, Suceava, 148612 ORAS FRASIN, Anul 2026, Numar persoane, 293
70-74 ani, Total, Suceava, 146584 ORAS GURA HUMORULUI, Anul 2026, Numar persoane, 886
70-74 ani, Total, Suceava, 149227 ORAS LITENI, Anul 2026, Numar persoane, 372
70-74 ani, Total, Suceava, 146931 ORAS MILISAUTI, Anul 2026, Numar persoane, 235
70-74 ani, Total, Suceava, 146370 ORAS SALCEA, Anul 2026, Numar persoane, 392
70-74 ani, Total, Suceava, 146655 ORAS SIRET, Anul 2026, Numar persoane, 414
70-74 ani, Total, Suceava, 146708 ORAS SOLCA, Anul 2026, Numar persoane, 121
70-74 ani, Total, Suceava, 151095 ORAS VICOVU DE SUS, Anul 2026, Numar persoane, 507
70-74 ani, Total, Suceava, 146799 ADANCATA, Anul 2026, Numar persoane, 185
70-74 ani, Total, Suceava, 146860 ARBORE, Anul 2026, Numar persoane, 327
70-74 ani, Total, Suceava, 146904 BAIA, Anul 2026, Numar persoane, 258
70-74 ani, Total, Suceava, 151530 BALACEANA, Anul 2026, Numar persoane, 69
70-74 ani, Total, Suceava, 146995 BALCAUTI, Anul 2026, Numar persoane, 131
70-74 ani, Total, Suceava, 151576 BERCHISESTI, Anul 2026, Numar persoane, 114
70-74 ani, Total, Suceava, 147036 BILCA, Anul 2026, Numar persoane, 171
70-74 ani, Total, Suceava, 147054 BOGDANESTI, Anul 2026, Numar persoane, 149
70-74 ani, Total, Suceava, 147072 BOROAIA, Anul 2026, Numar persoane, 174
70-74 ani, Total, Suceava, 147134 BOSANCI, Anul 2026, Numar persoane, 274
70-74 ani, Total, Suceava, 147161 BOTOSANA, Anul 2026, Numar persoane, 108
70-74 ani, Total, Suceava, 147205 BREAZA, Anul 2026, Numar persoane, 72
70-74 ani, Total, Suceava, 147241 BRODINA, Anul 2026, Numar persoane, 143
70-74 ani, Total, Suceava, 147465 BUNESTI, Anul 2026, Numar persoane, 106
70-74 ani, Total, Suceava, 151521 BURLA, Anul 2026, Numar persoane, 68
70-74 ani, Total, Suceava, 147526 CACICA, Anul 2026, Numar persoane, 210
70-74 ani, Total, Suceava, 147580 CALAFINDESTI, Anul 2026, Numar persoane, 119
70-74 ani, Total, Suceava, 151503 CAPU CAMPULUI, Anul 2026, Numar persoane, 108
70-74 ani, Total, Suceava, 147713 CARLIBABA, Anul 2026, Numar persoane, 106
70-74 ani, Total, Suceava, 151451 CIOCANESTI, Anul 2026, Numar persoane, 88
70-74 ani, Total, Suceava, 151567 CIPRIAN PORUMBESCU, Anul 2026, Numar persoane, 82
70-74 ani, Total, Suceava, 151433 COMANESTI, Anul 2026, Numar persoane, 94
70-74 ani, Total, Suceava, 147786 CORNU LUNCII, Anul 2026, Numar persoane, 294
70-74 ani, Total, Suceava, 151497 COSNA, Anul 2026, Numar persoane, 74
70-74 ani, Total, Suceava, 147884 CRUCEA, Anul 2026, Numar persoane, 98
70-74 ani, Total, Suceava, 147937 DARMANESTI, Anul 2026, Numar persoane, 257
70-74 ani, Total, Suceava, 148097 DOLHESTI, Anul 2026, Numar persoane, 142
70-74 ani, Total, Suceava, 148202 DORNA CANDRENILOR, Anul 2026, Numar persoane, 139
70-74 ani, Total, Suceava, 148131 DORNA-ARINI, Anul 2026, Numar persoane, 148
70-74 ani, Total, Suceava, 148293 DORNESTI, Anul 2026, Numar persoane, 168
70-74 ani, Total, Suceava, 148328 DRAGOIESTI, Anul 2026, Numar persoane, 103
70-74 ani, Total, Suceava, 148382 DRAGUSENI, Anul 2026, Numar persoane, 105
70-74 ani, Total, Suceava, 148426 DUMBRAVENI, Anul 2026, Numar persoane, 316
70-74 ani, Total, Suceava, 151488 FANTANA MARE, Anul 2026, Numar persoane, 105
70-74 ani, Total, Suceava, 148453 FANTANELE, Anul 2026, Numar persoane, 177
70-74 ani, Total, Suceava, 148514 FORASTI, Anul 2026, Numar persoane, 187
70-74 ani, Total, Suceava, 148667 FRATAUTII NOI, Anul 2026, Numar persoane, 228
70-74 ani, Total, Suceava, 148694 FRATAUTII VECHI, Anul 2026, Numar persoane, 190
70-74 ani, Total, Suceava, 148729 FRUMOSU, Anul 2026, Numar persoane, 153
70-74 ani, Total, Suceava, 148765 FUNDU MOLDOVEI, Anul 2026, Numar persoane, 230
70-74 ani, Total, Suceava, 148872 GALANESTI, Anul 2026, Numar persoane, 140
70-74 ani, Total, Suceava, 148916 GRAMESTI, Anul 2026, Numar persoane, 108
70-74 ani, Total, Suceava, 148970 GRANICESTI, Anul 2026, Numar persoane, 170
70-74 ani, Total, Suceava, 151512 HANTESTI, Anul 2026, Numar persoane, 171
70-74 ani, Total, Suceava, 151549 HARTOP, Anul 2026, Numar persoane, 75
70-74 ani, Total, Suceava, 149101 HORODNIC DE JOS, Anul 2026, Numar persoane, 117
70-74 ani, Total, Suceava, 151479 HORODNIC DE SUS, Anul 2026, Numar persoane, 167
