Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Brasov, 42480 DRAGUS, Anul 2026, Numar persoane, 49
75-79 ani, Total, Brasov, 40928 DUMBRAVITA, Anul 2026, Numar persoane, 171
75-79 ani, Total, Brasov, 40955 FELDIOARA, Anul 2026, Numar persoane, 195
75-79 ani, Total, Brasov, 40991 FUNDATA, Anul 2026, Numar persoane, 34
75-79 ani, Total, Brasov, 41033 HALCHIU, Anul 2026, Numar persoane, 217
75-79 ani, Total, Brasov, 41088 HARMAN, Anul 2026, Numar persoane, 247
75-79 ani, Total, Brasov, 41113 HARSENI, Anul 2026, Numar persoane, 120
75-79 ani, Total, Brasov, 41177 HOGHIZ, Anul 2026, Numar persoane, 149
75-79 ani, Total, Brasov, 42472 HOLBAV, Anul 2026, Numar persoane, 39
75-79 ani, Total, Brasov, 41248 HOMOROD, Anul 2026, Numar persoane, 69
75-79 ani, Total, Brasov, 41284 JIBERT, Anul 2026, Numar persoane, 97
75-79 ani, Total, Brasov, 41346 LISA, Anul 2026, Numar persoane, 94
75-79 ani, Total, Brasov, 41382 MAIERUS, Anul 2026, Numar persoane, 55
75-79 ani, Total, Brasov, 41417 MANDRA, Anul 2026, Numar persoane, 131
75-79 ani, Total, Brasov, 41471 MOIECIU, Anul 2026, Numar persoane, 166
75-79 ani, Total, Brasov, 41541 ORMENIS, Anul 2026, Numar persoane, 70
75-79 ani, Total, Brasov, 41578 PARAU, Anul 2026, Numar persoane, 86
75-79 ani, Total, Brasov, 41621 POIANA MARULUI, Anul 2026, Numar persoane, 130
75-79 ani, Total, Brasov, 41667 PREJMER, Anul 2026, Numar persoane, 332
75-79 ani, Total, Brasov, 41701 RACOS, Anul 2026, Numar persoane, 73
75-79 ani, Total, Brasov, 41738 RECEA, Anul 2026, Numar persoane, 147
75-79 ani, Total, Brasov, 42464 SAMBATA DE SUS, Anul 2026, Numar persoane, 70
75-79 ani, Total, Brasov, 41925 SANPETRU, Anul 2026, Numar persoane, 269
75-79 ani, Total, Brasov, 41818 SERCAIA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Brasov, 41854 SINCA, Anul 2026, Numar persoane, 111
75-79 ani, Total, Brasov, 42449 SINCA NOUA, Anul 2026, Numar persoane, 52
75-79 ani, Total, Brasov, 41943 SOARS, Anul 2026, Numar persoane, 51
75-79 ani, Total, Brasov, 42003 TARLUNGENI, Anul 2026, Numar persoane, 294
75-79 ani, Total, Brasov, 42058 TELIU, Anul 2026, Numar persoane, 89
75-79 ani, Total, Brasov, 42076 TICUSU, Anul 2026, Numar persoane, 22
75-79 ani, Total, Brasov, 42101 UCEA, Anul 2026, Numar persoane, 117
75-79 ani, Total, Brasov, 42156 UNGRA, Anul 2026, Numar persoane, 51
75-79 ani, Total, Brasov, 42183 VAMA BUZAULUI, Anul 2026, Numar persoane, 113
75-79 ani, Total, Brasov, 42236 VISTEA, Anul 2026, Numar persoane, 106
